Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
plan.one,https://cdn.startbase.com/images/company/plan-one-ccs/4b6f6f08e0/?w=205&h=64,Construction products comparison portal for building planners and architects.,Construction/Real Estate,Startup Stage,Platform,B2B,2016,11-50 Employees,Found,"Bielefeld, DE",plan.one,"['https://www.instagram.com/planonegmbh/', 'https://twitter.com/plandotone', 'https://www.linkedin.com/company/plan.one/', 'https://www.xing.com/companies/plan.one', 'https://www.youtube.com/channel/UCHonur3srcv12st5mif4tiA', 'https://www.facebook.com/planonegmbh']",Plan.One GmbH,,"{'Dr. Thomas Gustav Schlenker': 'Founder', 'Bettina : Kraemer': 'Founder', 'Patric Maximilian Anton De Hair': 'Founder'}"
Smart City System,https://cdn.startbase.com/images/dc785e1c3fcd9eec74efc5027979ee07/f6a12b099a1ff1f/?w=205&h=64,,IT and Communications,Startup Stage,Sale of Services,B2B,2017,11-50 Employees,Found,"Fürth, DE",smart-city-system.com,"['https://www.linkedin.com/company/smart-city-system/', 'https://www.youtube.com/channel/UC5VKcA68M2hBjsCltrYIMsw/']",Smart City System GmbH,,"{'Andreas Ulrich Jaumann': 'Founder', 'Stefan Eckart': 'Founder'}"
MyClapp,https://cdn.startbase.com/images/4d144afdd31a5526a7593993aaf22d8a/b8cd7007c261968/?w=205&h=64,"Platform solution for clubs with content and ticketing options, for example.",Sports & Amusement/Gaming incl. Online,Seed Stage,Platform,B2B,2020,1-10 Employees,Found,"Bonn, DE",myclapp.de,"['https://www.linkedin.com/company/wix-com', 'https://www.youtube.com/channel/UCDaSdwoNdUgg2npM5nd7r-w/videos']",App-Share GmbH,,"{'Dr. Dirk Mazurkiewicz': 'Founder', 'Dirk Michael Emil Buchholtz': 'Founder'}"
Debitoor,https://cdn.startbase.com/images/dec04418dcf1a330b8de8836c7c09c69/1cdda39316234e3/?w=205&h=64,,Finance & Insurance,Steady Stage,SaaS,B2B,2010,11-50 Employees,Found,"Berlin, DE",debitoor.de,"['https://instagram.com/debitoor', 'https://twitter.com/debitoor_de', 'https://www.linkedin.com/company/debitoor/', 'https://www.youtube.com/user/DebitoorDE', 'https://www.facebook.com/debitoor.de']",Debitoor GmbH,,{'Torben Frigaard Rasmussen': 'Founder'}
Xpertify,https://cdn.startbase.com/images/company/xpertify/15ceb6437a/?w=205&h=64,Online solution for digital customer or project references.,IT and Communications,Seed Stage,SaaS,B2B,2017,1-10 Employees,Found,"Norderstedt, DE",xpertify.de,"['https://twitter.com/GoXpertify', 'https://www.linkedin.com/company/xpertify.de/', 'https://www.xing.com/companies/xpertify', 'https://www.youtube.com/channel/UCm8Ae7Mk5dA_UIruOfGz5Qg', 'https://www.facebook.com/Xpertify.de/']",Xpertify UG,,"{'Aleksander Boskovski': 'Founder', 'Georg Winkler': 'Founder', 'Robert Cwicinski': 'Founder'}"
fitnessmarkt.de,https://cdn.startbase.com/images/company/fitnessmarkt-de-services/c7855f6c0b/?w=205&h=64,E-Commerce platform for new and used equipment for fitness studios.,Life Science & Healthcare,Growth Stage,Retail / E-Commerce,B2B,2013,11-50 Employees,Found,"Nürnberg, DE",fitnessmarkt.de,"['https://www.linkedin.com/company/fitnessmarkt-de/', 'https://www.youtube.com/channel/UC71Yh7ZBcId3cnWMLsyh4SQ', 'https://www.facebook.com/fitnessmarkt.de']",fitnessmarkt.de services GmbH,,"{'Oliver Gödel': 'Founder', 'Deniz Aytekin': 'Founder', 'Pinar Aytekin': 'Founder'}"
youngfluencer,https://cdn.startbase.com/images/company/youngfluencer/f62401aee3/?w=205&h=64,Influencer marketing platform with a focus on young talent.,"Media, Arts & Entertainment",Seed Stage,Platform,B2B,2020,1-10 Employees,Found,"Berlin, DE",youngfluencer.com,"['https://www.instagram.com/youngfluencer/', 'https://www.linkedin.com/company/youngfluencer/', 'https://www.facebook.com/youngfluencer']",youngfluencer GmbH,,{'Tomasz Niemiec': 'Founder'}
Limata,https://cdn.startbase.com/images/company/limata/fa55acd2ca/?w=205&h=64,Supplier of laser direct imaging (LDI) system solutions.,Construction/Real Estate,Growth Stage,Manufacturing,B2B,2010,11-50 Employees,Found,"Ismaning, DE",limata.de,"['https://www.linkedin.com/company/limata-gmbh', 'https://www.youtube.com/channel/UCCOF4IxGA8lvDNDov61DHGw']",Limata GmbH,,"{'Attila Heim': 'Founder', 'Matthias Nagel': 'Founder'}"
ArtiMinds,https://cdn.startbase.com/static/77e563c858a6a5043ad1d750d8890a49/a79014624a9ed2d/?w=205&h=64,,IT and Communications,Startup Stage,SaaS,B2B,2013,11-50 Employees,Found,"Karlsruhe, DE",artiminds.com,"['https://twitter.com/artiminds', 'https://www.linkedin.com/company/artiminds-robotics-gmbh', 'https://www.youtube.com/channel/UCCk32K_Ouy4Opa5_5UXUYzA', 'https://www.facebook.com/artiminds']",ArtiMinds Robotics GmbH,,"{'Dr. Rainer Heinz Willi Jäkel': 'Founder', 'Dr. Sven Reinhard Schmidt-Rohr': 'Founder'}"
Markt-Pilot,https://cdn.startbase.com/images/d4e705687e775a51154567d6bf73ee23/12ff7ea0cfe3d99/?w=205&h=64,Software for competitive pricing of spare parts.,Industrial & Basic Materials,Seed Stage,SaaS,B2B,2020,11-50 Employees,Found,"Beilstein, DE",markt-pilot.de,['https://www.linkedin.com/company/markt-pilot'],Markt-Pilot UG,,"{'Sercan Asker': '', 'Tobias Rieker': 'Founder'}"
BJS Ceramics,https://cdn.startbase.com/images/company/bjs-ceramics/72ea53ec14/?w=205&h=64,Solutions in ceramics for the aviation and space industry.,Other,Growth Stage,Manufacturing,B2B,2014,11-50 Employees,Found,"Gersthofen, DE",bjsceramics.com,"['https://www.linkedin.com/company/bjs-ceramics-gmbh', 'https://www.youtube.com/channel/UC55tOgpmrfYO_vmuCyqkjDg']",BJS Ceramics GmbH,,{'Prof. Dr. Hubert Jäger': 'Founder'}
Cluevity,https://cdn.startbase.com/images/ee33312af66c9d6328504ba49c7d8055/5083d3b4556778c/?w=205&h=64,,Sports & Amusement/Gaming incl. Online,Steady Stage,Sale of Services,B2B,2010,11-50 Employees,Found,"Berlin, DE",cluetivity.com,"['https://www.instagram.com/cluetivity/', 'https://twitter.com/cluetivity', 'https://www.linkedin.com/company/cluetivity/', 'https://www.youtube.com/channel/UCLZ-V-e3J8cyrfnv0tuZvIA', 'https://www.facebook.com/cluetivity']",Life Action Games GmbH,,"{'Alexander Berlin': 'Founder', 'Michal Schiemann': 'Founder'}"
PowerFolder,https://cdn.startbase.com/images/company/powerfolder/3a10e1841a/?w=205&h=64,"File synchronization, sharing and backup solutions for SMEs and corporations",IT and Communications,Steady Stage,Sale of Services,B2B,2013,11-50 Employees,Found,"Düsseldorf, DE",powerfolder.com,"['https://www.linkedin.com/company/powerfolder', 'https://www.youtube.com/user/PowerFolder']",PowerFolder UG,,{'Christian Sprajc': 'Founder'}
elearnio,https://cdn.startbase.com/images/company/elearnio-13740a77/b521413572/?w=205&h=64,Onboarding software for companies.,Education,Seed Stage,SaaS,B2B,2018,1-10 Employees,Found,"Potsdam, DE",elearnio.com,"['https://twitter.com/elearnio', 'https://www.linkedin.com/company/elearnio/', 'https://www.youtube.com/channel/UC7zfWOwk8pYazp9D-72gkGQ', 'https://www.facebook.com/pg/elearnio/photos/?ref=page_internal']",elearnio GmbH,,"{'Lars Krüger': 'Founder', 'Jörn Köster': 'Founder'}"
EnerKite,https://cdn.startbase.com/images/b0784c167fe1a2ac792766b32e93eed1/9911fa63c339d5a/?w=205&h=64,Developer and manufacturer of airborne wind turbines.,Energy & Electricity,Startup Stage,Other,B2B,2010,11-50 Employees,Found,"Kleinmachnow, DE",enerkite.de,"['https://www.instagram.com/enerkite/', 'https://www.linkedin.com/company/enerkite-gmbh/', 'https://www.xing.com/companies/enerkitegmbh', 'https://de-de.facebook.com/enerkite/']",EnerKite GmbH,,{'Dr.-Ing. Alexander Bormann': 'Founder'}
timeBro,https://cdn.startbase.com/images/company/timebro/676d5be17c/?w=205&h=64,Software that automatically records project hours by algorithm.,Human Resources,Startup Stage,SaaS,B2B,2015,1-10 Employees,Found,"München, DE",timebro.de,"['https://twitter.com/timebro1', 'https://www.linkedin.com/company/timebro-gmbh/', 'https://www.xing.com/companies/timebrogmbh', 'https://www.youtube.com/channel/UC4FGH4-3cfiKrUVqvoRjkfg', 'https://www.facebook.com/timebrosoftware/']",timeBro GmbH,,"{'Niclas Preisner': 'Founder', 'Arne Reimann': 'Founder', 'Mislav Boras': 'Founder'}"
Fashion Cloud,https://cdn.startbase.com/images/company/fashion-cloud/0a741ff48d/?w=205&h=64,A digital content exchange platform for the fashion industry.,Textiles,Growth Stage,Platform,B2B,2015,51-100 Employees,Found,"Hamburg, DE",fashion.cloud,"['https://twitter.com/fashioncloud_?lang=de', 'https://www.linkedin.com/company/fashioncloud', 'https://www.xing.com/companies/fashioncloud', 'https://www.youtube.com/channel/UCE4XEhDR9UlS3vbi52irmiQ', 'https://www.facebook.com/fashioncloud1/']",Fashion Cloud GmbH,,"{'Martin Brücher': 'Founder', 'René Schnellen': 'Founder', 'Florian Klemt': 'Founder'}"
Commsolid,https://cdn.startbase.com/images/44fec381ef4588dd17af1645660984d0/25cfdfed5d78ae6/?w=205&h=64,Ultra-low power solutions for the IoT market.,IT and Communications,Startup Stage,Sale of Services,B2B,2015,11-50 Employees,Found,"Dresden, DE",commsolid.com,"['https://twitter.com/commsolid', 'https://www.linkedin.com/company/commsolid', 'https://www.xing.com/companies/commsolid', 'https://www.facebook.com/commsolid']",Commsolid GmbH,,"{'Dr. Matthias Weiss': 'Founder', 'Lars Melzer': 'Founder'}"
Evitado Technologies,https://cdn.startbase.com/images/company/evitado-technologies/6a18ff0a25/?w=205&h=64,Software to make movement and parking of large aircraft more safe.,"Automotive, Logistics & Mobility",Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Hamburg, DE",evitado.io,"['https://www.linkedin.com/company/evitado-technologies', 'https://www.facebook.com/EvitadoTechnologies/']",EVITADO Technologies GmbH,,"{'Alexander Thomas Kasinec': 'Founder', 'Amos Smith III': 'Founder', 'Andrew Moakes': 'Founder'}"
QVSTA,https://cdn.startbase.com/images/company/qvsta/09b684afaa/?w=205&h=64,Platform to manage casting activities for model agencies.,Textiles,Startup Stage,SaaS,B2B,2018,11-50 Employees,Found,"Berlin, DE",qvsta.com,"['https://www.instagram.com/qvsta/', 'https://www.twitter.com/qvsta', 'https://www.linkedin.com/company/qvsta', 'https://www.youtube.com/channel/UCRPgjcwa0fwPrp9YeLpK_gw', 'https://www.facebook.com/qvsta/']",Qvsta GmbH,,"{'Ludwig Henne': 'Founder', 'Julius Henne': 'Founder'}"
Danagi,https://cdn.startbase.com/images/company/danagi/5e104b35b6/?w=205&h=64,A procurement platform for the B2B sector.,IT and Communications,Seed Stage,Platform,B2B,2020,1-10 Employees,Found,"Rödermark, DE",danagi.com,"['https://twitter.com/DanagiCom', 'https://www.linkedin.com/company/danagi-com/', 'https://www.youtube.com/channel/UCz87lf6nKpGIcLGu56zLkjQ', 'https://www.facebook.com/DanagiCom/']",Danagi GmbH,,{'Agnieszka Fudala': 'Founder'}
Tandemploy,https://cdn.startbase.com/images/company/tandemploy/98c2cf38b0/?w=205&h=64,HR technology for job sharing and flexible working models.,Human Resources,Growth Stage,SaaS,B2B,2013,11-50 Employees,Found,"Berlin, DE",tandemploy.com,"['https://twitter.com/tandemploy', 'https://www.linkedin.com/company/tandemploy-ug', 'https://www.xing.com/companies/tandemploygmbh', 'https://www.facebook.com/tandemploy/']",Tandemploy GmbH,,"{'Anna Katharina Kaiser': 'Founder', 'Jana Christina Tepe': 'Founder'}"
BLUFIXX,https://www.startbase.com/_themes/default/images/unknown-company.png?w=205&h=64,,Industrial & Basic Materials,Startup Stage,Retail / E-Commerce,B2B,2012,11-50 Employees,Found,"Wesseling, DE",blufixx.com,"['https://www.linkedin.com/company/14711380', 'https://www.youtube.com/channel/UCYmqhtNeH5csphr1E3m0moQ', 'https://www.facebook.com/blufixx/']",BLUFIXX GmbH,,{'Dinko Jurcevic': 'Founder'}
TruckScout24,https://cdn.startbase.com/images/company/truckscout24/582188553f/?w=205&h=64,"Online Platform for used trucks, vans, construction machinery and caravans.","Automotive, Logistics & Mobility",Startup Stage,Platform,B2B,2019,11-50 Employees,Found,"Essen, DE",truckscout24.de,"['https://twitter.com/TrucksBlog', 'https://www.linkedin.com/company/truckscout24/', 'https://www.youtube.com/channel/UC0khU7MXpHxORz5VY22yMHg', 'https://www.facebook.com/TruckScout24/']",TruckScout24 GmbH,,"{'Boris Danne': 'Founder', 'Sven Schmidt': 'Founder'}"
PayperChain,https://cdn.startbase.com/images/company/payperchain/b0cf2bfff6/?w=205&h=64,Facilitates Pay-Per-Use via blockchain technology.,Finance & Insurance,Seed Stage,Sale of Services,B2B,2020,1-10 Employees,Found,"Gladenbach, DE",payperchain.com,"['https://twitter.com/payperchain', 'https://www.linkedin.com/company/payperchain/', 'https://www.facebook.com/peter.chain.161']",PayperChain GmbH,"Pay-per-use includes any type of payment structure in which the customers have unlimited access to resources but only pay for what they actually use, or for the result linked to their use.",{'Stephen Hartmetz': ''}
ChargeX,https://cdn.startbase.com/images/company/chargex/6c8723e98f/?w=205&h=64,Develops a charging solution for electric vehicles.,"Automotive, Logistics & Mobility",Startup Stage,Manufacturing,B2B,2017,1-10 Employees,Found,"München, DE",chargex.de,"['https://www.linkedin.com/company/charge-x/', 'https://www.xing.com/companies/chargex', 'https://www.facebook.com/ChargeX.de/']",ChargeX GmbH,,"{'Tobias Wagner': 'Founder', 'Johannes Engeln': 'Founder', 'Michael Masnitza': 'Founder'}"
curassist,https://cdn.startbase.com/images/company/curassist/b00969bba9/?w=205&h=64,Service provider that provides a platform for freelance caregivers.,Life Science & Healthcare,Startup Stage,Platform,B2B,2015,1-10 Employees,Found,"Dernbach, DE",curassist.de,"['https://www.instagram.com/curassist', 'https://twitter.com/curassist?lang=de', 'https://www.linkedin.com/company/curassist-gmbh/', 'https://www.youtube.com/channel/UC1u3qAf0T-kJ14hf7GwzxdQ', 'https://www.facebook.com/tr?id=108688463174556&ev=PageView&noscript=1']",curassist GmbH,,{'Thomas Müller': 'Founder'}
Bestcruiter,https://cdn.startbase.com/images/company/bestcruiter/0e7ccd971f/?w=205&h=64,Online platform for headhunters and recruiters.,Human Resources,Startup Stage,Platform,B2B,2017,1-10 Employees,Found,"Berlin, DE",bestcruiter.com,"['https://twitter.com/Bestcruiter', 'http://www.linkedin.com/company/bestcruiter', 'https://www.youtube.com/channel/UCcuq28-Vo2so6sOBAwqa40w/videos', 'https://www.facebook.com/Bestcruiter/']",Bestcruiter GmbH,,"{'Kristin Wolter': 'Founder', 'Piotr Jakòbczyk': 'Founder'}"
zenloop,https://cdn.startbase.com/images/company/zenloop/cf025a44de/?w=205&h=64,Experience management platform based on Net Promoter Score®.,IT and Communications,Startup Stage,SaaS,B2B,2016,11-50 Employees,Found,"Berlin, DE",zenloop.com,"['https://twitter.com/zenloop_com', 'https://www.linkedin.com/company/zenloop/', 'https://www.youtube.com/channel/UCJDQprWMAcIesSAcawVIcsw']",zenloop GmbH,,"{'Björn Kolbmüller': 'Founder', 'Paul Schwarzenholz': 'Founder'}"
node.energy,https://cdn.startbase.com/images/05d0883b80c7ad79950227d19af31f74/465ee2d4e9b1490/?w=205&h=64,,Energy & Electricity,Startup Stage,SaaS,B2B,2016,11-50 Employees,Found,"Frankfurt am Main, DE",node.energy,"['https://twitter.com/node_energy', 'https://www.linkedin.com/company/nodeenergy/', 'https://www.xing.com/companies/node.energy', 'https://www.facebook.com/node.energy/']",node.energy GmbH,,{'Julius Brink': 'Founder'}
faktoora,https://cdn.startbase.com/images/company/faktoora-20d98318/54cd62e56e/?w=205&h=64,Creation and conversion of electronic invoices in the 'ZUGFeRD' standard.,Finance & Insurance,Startup Stage,SaaS,B2B,2016,1-10 Employees,Found,"Potsdam, DE",faktoora.com,"['https://twitter.com/faktoora_com?lang=de', 'http://www.linkedin.com/company/faktoora/', 'https://www.xing.com/companies/faktooragmbh', 'https://www.youtube.com/channel/UCWAFjVLeuWVkEd7_5HS15LQ', 'https://www.facebook.com/faktooraGmbH/?ref=page_internal']",faktoora GmbH,,{'Steffen Andreas Garbisch': 'Founder'}
Siut,https://cdn.startbase.com/images/company/siut/e9eb84c842/?w=205&h=64,Development and production of dynamic escalator displays.,Security,Startup Stage,Manufacturing,B2B,2015,1-10 Employees,Found,"Berlin, DE",siut.eu,"['https://twitter.com/SIUT_Beton', 'https://www.linkedin.com/company/siutgmbh/', 'https://www.youtube.com/watch?v=S0oemy_3D1I']",Siut UG,,"{'Benjamin Westerheide': 'Founder', 'Vincent Genz': 'Founder'}"
emocean,https://cdn.startbase.com/images/24853d3800759ab20c2bf771d0ea92f2/e8c3b155a20b274/?w=205&h=64,,IT and Communications,Seed Stage,SaaS,B2B,2020,11-50 Employees,Found,"München, DE",emocean.io,"['https://www.instagram.com/emocean.io/', 'https://twitter.com/emocean_io', 'https://www.linkedin.com/company/emoceanio/', 'https://www.facebook.com/emocean.io']",emocean GmbH,,"{'Philipp Kirschenhofer': 'Co-Founder & Managing Director', 'Michael Maximilian Schwarz': 'Co-Founder & Managing Director', 'Georg Schwab': 'Head Architect', 'Tobias Schneider': 'Product & Marketing Manager', 'Robert Schachner': 'CTO'}"
Neodigital,https://cdn.startbase.com/images/company/neodigital/0e5855fdcb/?w=205&h=64,Digital insurance with focus on automation and lean processes.,Finance & Insurance,Startup Stage,Sale of Services,B2B,2017,11-50 Employees,Found,"Neunkirchen, DE",neodigital.de,"['https://twitter.com/neodigital_ag', 'https://www.linkedin.com/company/neodigital-ag/', 'https://www.youtube.com/channel/UC2Fe5uh6hmdtzhqk3vCaUVQ']",Neodigital Versicherung AG,,{'Stephen Andrew Martin Voss': 'Founder'}
Camunda,https://cdn.startbase.com/images/2156ef21c6ae0ace9bf2582725b39362/c3d48ac36fc98a8/?w=205&h=64,,IT and Communications,Growth Stage,SaaS,B2B,2002,251-500 Employees,Found,"Berlin, DE",camunda.com,"['https://www.instagram.com/camundateam/', 'https://twitter.com/camunda', 'https://www.linkedin.com/company/camunda', 'https://www.youtube.com/user/camundaVideo', 'https://www.facebook.com/CamundaTeam']",Camunda Services GmbH,,{}
ForkOn,https://cdn.startbase.com/images/company/forkon/f62924b605/?w=205&h=64,Fleet management system for forklift trucks with analysis and dashboard.,Construction/Real Estate,Startup Stage,SaaS,B2B,2017,11-50 Employees,Found,"Haltern am See, DE",forkon.de,"['https://www.instagram.com/forkon.de/', 'https://www.linkedin.com/company/forkon/', 'https://www.xing.com/companies/forkongmbh', 'https://www.youtube.com/channel/UCTHtMm9f5Qz_RHdA1KCD3TQ', 'https://www.facebook.com/ForkOnGmbH']",ForkOn GmbH,,{'Tim Klauke': 'Founder'}
FYLTURA,https://cdn.startbase.com/images/93167c9b20e29a4dc1e8767f5a2744ba/02c0db5818b2596/?w=205&h=64,"Make data-driven informed decisions when it comes to hiring. 
Expert Sieve assesses technical applicants for high-quality pre-selection of candidates.",Human Resources,Seed Stage,SaaS,B2B,2018,1-10 Employees,Found,"Markkleeberg, DE",fyltura.de,"['https://twitter.com/Fyltura', 'https://www.linkedin.com/company/fyltura']",FYLTURA UG,"Industry experts and our software review your candidates' test results to provide an unbiased, repeatable and reliable report supporting your hiring decision.","{'Christoph Becker': 'Founder', 'Anne-Cathrin Becker': 'Co-Founder'}"
Tupelo,https://cdn.startbase.com/images/a034796662a743b9b6b2f7fc9d6b91be/357f9d06a18721b/?w=205&h=64,Distributed ledger platform for real-world application development.,IT and Communications,Seed Stage,Platform,B2B,2018,1-10 Employees,Found,"Berlin, DE",tupelo.org,"['https://twitter.com/quorumcontrol', 'https://www.linkedin.com/company/quorum-control/']",Quorum Control GMBH,,{'Topping Bowers': 'Founder'}
MGateway,https://cdn.startbase.com/images/company/mgateway/263c716918/?w=205&h=64,Bank-as-a-Service for partnership lifecycle management.,Finance & Insurance,Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Berlin, DE",mgateway.de,['https://www.linkedin.com/company/mgateway/'],MGateway UG,,{'Anton Romanov': 'Founder'}
Taxdoo,https://cdn.startbase.com/images/9422686592ae70403406dfc6ede2fa35/04e3abd5751279e/?w=205&h=64,Digital one-stop shop for international sales tax in online trade.,Finance & Insurance,Growth Stage,SaaS,B2B,2016,101-250 Employees,Found,"Hamburg, DE",taxdoo.com,"['https://www.instagram.com/taxdoogram/', 'https://twitter.com/taxdoode', 'https://www.linkedin.com/company/taxdoo/', 'https://www.xing.com/pages/taxdoo', 'https://www.youtube.com/channel/UCK6d7oEtd26TEzpof9-tIcw', 'https://facebook.com/taxdoo/']",Taxdoo GmbH,,"{'Matthias Michael Allmendinger': 'Founder', 'Roger Gothmann': 'Founder', 'Christian Königsheim': 'Founder'}"
gamigo,https://cdn.startbase.com/images/0c23e5a9a284d2b35e488d57108d36f8/e3071d96ece1f2e/?w=205&h=64,,Sports & Amusement/Gaming incl. Online,Steady Stage,Platform,B2B,2008,101-250 Employees,Found,"Hamburg, DE",gamigo.com,"['https://www.instagram.com/gamigogroup/?hl=de', 'https://twitter.com/gamigo?lang=de', 'https://www.linkedin.com/company/gamigo-ag/', 'https://www.xing.com/companies/gamigoag', 'https://www.youtube.com/user/gamigogames', 'https://www.facebook.com/gamigo.group/about/?ref=page_internal']",gamigo AG,,{'Sven Ossenbrüggen': 'Founder'}
Boxcryptor,https://cdn.startbase.com/images/6544fb8f988a1dd48c78e6411e55d823/775ac5f67cb1b5a/?w=205&h=64,,IT and Communications,Steady Stage,SaaS,B2B,2011,11-50 Employees,Found,"Augsburg, DE",boxcryptor.com,"['https://twitter.com/boxcryptor', 'https://www.linkedin.com/company/boxcryptor', 'https://www.xing.com/companies/boxcryptor%7Csecombagmbh', 'https://www.youtube.com/channel/UCji31ustuglKyVe4kHyrMZQ', 'https://www.facebook.com/pages/Secomba-GmbH/400124016744409']",Secomba GmbH,,{'Robert Freudenreich': 'Founder'}
MIP Technology,https://cdn.startbase.com/images/company/mip-technology/69baf01beb/?w=205&h=64,Develops a Magnetic Information Platform (MIP) for carrying data securely.,IT and Communications,Seed Stage,Manufacturing,B2B,2019,1-10 Employees,Found,"Garbsen, DE",mip-technology.de,"['https://twitter.com/MIP_Technology', 'https://www.linkedin.com/company/mip-technology', 'https://www.facebook.com/MIP-Technology-107004340767471/']",MIP Technology GmbH,,"{'Piriya Taptimthong': 'Founder', 'Mathias Rechel': 'Founder', 'Lev Savkun': 'Founder'}"
klarx,https://cdn.startbase.com/images/company/klarx/70757d3103/?w=205&h=64,Online platform for the digital rental of construction machinery.,Construction/Real Estate,Growth Stage,Platform,B2B,2014,51-100 Employees,Found,"München, DE",klarx.de,"['https://twitter.com/klarx_com', 'https://www.linkedin.com/company/klarx', 'https://www.xing.com/companies/klarx', 'https://www.youtube.com/channel/UCRQyHnfPpU7z2KgZeU1LmRA', 'https://www.facebook.com/klarx.de']",klarx GmbH,,"{'Matthias Handschuh': 'Founder', 'Florian Johannes Handschuh': 'Founder'}"
dooh.eu,https://cdn.startbase.com/images/company/dooh-eu/3dad658c67/?w=205&h=64,A platform for booking digital external advertising.,IT and Communications,Startup Stage,Platform,B2B,2019,51-100 Employees,Found,"Hannover, DE",dooh.eu,"['https://twitter.com/DOOHeurope', 'https://www.linkedin.com/company/dooheurope', 'https://www.facebook.com/DOOHeurope/']",dooh.eu GmbH,,{'Johannes Harries': 'Founder'}
Future of Voice,https://cdn.startbase.com/images/1b1907018988e964e56e871c12ba8436/b203e7b948a6d6b/?w=205&h=64,Voice application development agency on voice assistants.,IT and Communications,Startup Stage,Sale of Services,B2B,2016,11-50 Employees,Found,"Berlin, DE",futureofvoice.com,"['https://twitter.com/futureofvoice', 'https://www.linkedin.com/company/futureofvoice/', 'https://www.youtube.com/channel/UCb6n0TkFjqpbhUl_hNKLoDg', 'https://www.facebook.com/FutureOfVoice/']",FOV GmbH,,"{'Malte Kosub': 'Founder', 'Benjamin Heinrich Walter Ellermann': 'Founder'}"
searchVIU,https://cdn.startbase.com/images/company/searchviu/4b4db8c24f/?w=205&h=64,Software to optimize the SEO performance.,IT and Communications,Startup Stage,SaaS,B2B,2017,1-10 Employees,Found,"Bonn, DE",searchviu.com,"['https://twitter.com/searchviu', 'https://www.linkedin.com/company/searchviu/', 'https://www.xing.com/companies/searchviugmbh', 'https://www.youtube.com/channel/UCm8rBe-6ZT9AGevmOFRYhjg', 'https://www.facebook.com/searchVIU/']",searchVIU GmbH,,"{'Michael Weber': 'Founder', 'Eoghan Henn': 'Founder'}"
4Scotty,https://cdn.startbase.com/images/49254bf1cfef507947be87fe0a74ddb7/a47235f6afd8cb2/?w=205&h=64,Bewerbungsmarktplatz für Spezialisten in der Softwareentwicklung und IT.,Human Resources,Startup Stage,Platform,B2B,2014,11-50 Employees,Found,"Berlin, DE",4scotty.com,"['https://www.instagram.com/4scottycom/?hl=de', 'https://www.twitter.com/4scottycom', 'https://www.linkedin.com/company/6555357', 'https://www.xing.com/company/4scotty', 'https://www.youtube.com/channel/UCbCJt4i7V3j_adfQzGx4b8A', 'https://www.facebook.com/4Scottycom/']",4Scotty GmbH,,"{'Frank Geßner': 'Founder', 'Matthias Schleuthner': 'Founder'}"
Small Improvements Software,https://cdn.startbase.com/images/company/small-improvements-software/585a3adae5/?w=205&h=64,Performance management toolkit to support the feedback culture of companies.,Human Resources,Growth Stage,SaaS,B2B,2011,11-50 Employees,Found,"Berlin, DE",small-improvements.com,"['http://twitter.com/smallimprove', 'http://www.linkedin.com/company/small-improvements', 'https://www.youtube.com/user/smallimprovements', 'https://www.facebook.com/smallimprove/']",Small Improvements Software GmbH,,{'Per Fragemann': 'Founder'}
stenon,https://cdn.startbase.com/images/company/stenon/4b8d77fcbb/?w=205&h=64,A real-time soil analysis solution for agriculture.,Agriculture & Forestry,Startup Stage,Manufacturing,B2B,2018,11-50 Employees,Found,"Potsdam, DE",stenon.io,"['https://twitter.com/stenon_io?lang=de', 'https://www.linkedin.com/company/stenon/', 'https://www.youtube.com/channel/UCCJmz8TWo_ACWzx2Xu7Mxrw', 'https://www.facebook.com/Stenon-404521046685105/']",stenon GmbH,,"{'Dominic Roth': 'Founder', 'Niels Grabbert': 'Founder'}"
menutech,https://cdn.startbase.com/images/company/menutech/c69c3df7ad/?w=205&h=64,Bringing AI-powered food menu planning to food service professionals.,IT and Communications,Startup Stage,SaaS,B2B,2018,1-10 Employees,Found,"Berlin, DE",menutech.com,"['https://twitter.com/menu_tech', 'https://www.linkedin.com/company/menu-tech/', 'https://www.youtube.com/channel/UCEi4PXm3HfY-qgCbB7zSTfA']",menutech GmbH,,"{'Lukas Klement': 'Founder', 'Laure Andrée Joumier': 'Founder'}"
CORAmaps,https://cdn.startbase.com/images/ba76b9a473b3c0a2e4b6c7ae813b3aa5/e5ca87e5388d0ed/?w=205&h=64,,Agriculture & Forestry,Seed Stage,Sale of Services,B2B,2020,1-10 Employees,Found,"Maintal, DE",coramaps.com,"['https://www.linkedin.com/company/coramaps-gmbh/', 'https://www.youtube.com/channel/UCx6qVQdFMm0JHenF0L17ZKg']",CORAmaps GmbH,,"{'Dr. Markus Huhn': 'Founder', 'Dr. Damian Bargiel': 'Founder'}"
corpus.e,https://cdn.startbase.com/images/0db8e68a02212a6a0ca0fc60f1375ce3/bcddb918a06e59e/?w=205&h=64,,IT and Communications,Steady Stage,SaaS,B2B,2000,1-10 Employees,Found,"Stuttgart, DE",corpus-e.com,['https://www.linkedin.com/company/corpus-e/'],corpus.e AG,,{}
