Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
PelopsCar GmbH,https://cdn.startbase.com/images/company/pelopscar-gmbh/51c93fc526/?w=205&h=64,We offer independent purchase assistance and 12 months warranty and guarantee with the purchase of a used car.,"Automotive, Logistics & Mobility",Startup Stage,SaaS,B2C,2016,1-10 Employees,Found,"Karlsruhe, DE",pelopscar.de,[],PelopsCar GmbH GmbH,"PelopsCar ist ein Startup aus dem Bereich Automotive / Mobility und bietet Kaufbegleitungen für Gebrauchtwagen an. Das gesamte Geschäftsmodell ist in einem sehr hohen Maß digitalisiert, was auf dem Gebrauchtwagenmarkt eine große Ausnahme darstellt. Im ersten Jahr konnten wir ein Netzwerk von über 500 KFZ-Experten in ganz Deutschland aufbauen. Diese Experten begleiten unsere Kunden vor Ort, checken den Wagen und machen eine gemeinsame Probefahrt. Auf dieser Basis bieten wir im Fall eines Kaufes auch Gewährleistung und Garantie an, so dass erstmalig auch Autos aus privater Hand mit der gleichen Sicherheit wie beim Händler gekauft werden können. Vertrieblich arbeiten wir eng mit unserem Kooperationspartner mobile.de, der größten deutschen Gebrauchtwagen-Plattform zusammen.",{'Uwe Schwellbach': ''}
Good Hood GmbH,https://cdn.startbase.com/images/company/good-hood-gmbh/035c7bceec/?w=205&h=64,We build and operate social neighbourhood networks in Europe (nebenan.de / mesvoisins.fr / tienes-sal.es).,"Media, Arts & Entertainment",Startup Stage,Other,B2C,2015,51-100 Employees,Found,"Berlin, DE",goodhood.eu,"['https://twitter.com/nebenan_DE', 'https://www.linkedin.com/company/nebenan-de', 'https://www.facebook.com/nebenan.de/']",Good Hood GmbH GmbH,"We are a social impact / double bottom line business that connects neighbours and helps to strengthen local communities. We are market leaders in Europe and go after the huge market opportunity of hyperlocal advertising. We build a highly defendable business. At the same time, we care about the positive impact connected neighbourhoods have on health, security, social cohesion and democracy.",{'Christian Vollmann': ''}
STYNG,https://cdn.startbase.com/images/company/styng/5f33cf4f9f/?w=205&h=64,We digitalize the booming tattoo industry.,"Media, Arts & Entertainment",Seed Stage,Platform,B2B2C,2018,1-10 Employees,Found,"Karlsruhe, DE",styng.com,"['https://twitter.com/styngtattoo', 'https://www.linkedin.com/company/styng', 'https://www.xing.com/companies/styng', 'https://www.youtube.com/channel/UC1I9o1TiEKYdcYKU_mpAd5g', 'https://www.facebook.com/styng.tattoo/']",STYNG GmbH,"Even tough by now almost half of millennials have at least one tattoo, the industry is still fragmented and mostly analogue. STYNG wants to change that and become the #1 global brand in this 50 B $ industry, connecting technology and lifestyle.",{'Felix Marmann': ''}
AXOVISION,https://cdn.startbase.com/images/company/axovision/c7e757ab94/?w=205&h=64,AXOVISION develops a model of interrelated artificial intelligences which analyzes the stock market.,Finance & Insurance,Seed Stage,Other,B2B2C,2019,1-10 Employees,Found,"Hannover, DE",axovision.com,['https://linkedin.com/company/axovision'],AXOVISION GmbH,"AXOVISION develops a model of interrelated artificial intelligences which analyzes the stock market. All relevant data for share prices, from financial ratios to sentiment analysis, are being utilized. The market neutral stock portfolio generated by our prototype shows high risk-adjusted returns in bull and bear markets.","{'Thomas Kutschera': 'CEO', 'Jan Wessling': 'CTO', 'Christoph Peter': 'COO'}"
BitsAndBricks Solutions ,https://cdn.startbase.com/images/company/bitsandbricks-solutions/768782e955/?w=205&h=64,Building Information Modeling with value #contech #proptech #innovation #AEC,Consulting,Startup Stage,Sale of Services,B2B2C,2018,1-10 Employees,Found,"Kornwestheim, DE",bitsandbricks.solutions,"['https://twitter.com/bits_and_bricks', 'https://www.linkedin.com/company/bitsandbricks-solutions/']",BitsAndBricks Solutions UG,"Wir sind spezialisiert auf die strategische und operative Einführung von Building Information Modeling (BIM) in der Bau- und Immobilienwirtschaft. Wir helfen Ihnen, Ihre Geschäftsprozesse zu optimieren und Gebäudeinformationen zu verwalten. Dabei kombinieren wir Ihre Anforderungen mit unserer Expertise, innovativen Methoden und aktuellen Technologien. Unsere Mission ist es, Sie zu inspirieren, unabhängig zu beraten und zu unterstützen, damit Sie effizienter planen, bauen oder betreiben können.",{'Stephan Liedtke': ''}
mycrocast GmbH,https://cdn.startbase.com/images/company/mycrocast-gmbh/1b5b1463ee/?w=205&h=64,mycrocast is a free app that enables sports clubs and fans to create emotional audio comments.,"Media, Arts & Entertainment",Startup Stage,Other,B2B2C,2018,1-10 Employees,Found,"Magdeburg, DE",mycrocast.de,['https://www.linkedin.com/company/mycrocast'],mycrocast GmbH GmbH,"mycrocast is an open, free platform that allows anyone to create or consume audio content on their smartphone",{'Marcel Heße': ''}
JoinMyTrip,https://cdn.startbase.com/images/company/joinmytrip/869aaa6c29/?w=205&h=64,Airbnb for Group Travel,Tourism,Seed Stage,Other,C2C,2017,11-50 Employees,Found,"Hamburg, DE",joinmytrip.de,"['https://www.linkedin.com/company/joinmytrip1/', 'https://www.facebook.com/joinmytripDE']",Travelsation UG,"We strongly believe that travelling changes people in a positive way. JoinMyTrip provides a platform that connects travellers and empowers them to offer, discover and participate in unique trips around the world. We are bringing the share economy to the core of the tourism industry.",{'Niels Mueller-Wickop': ''}
eNerd.me GmbH,https://cdn.startbase.com/images/company/enerd-me-gmbh/48fa8a3ec4/?w=205&h=64,eNerd.me helps its users to achieve better grades in school and university through individual online tutoring.,Education,Startup Stage,SaaS,C2C,2016,1-10 Employees,Found,"Bietigheim-Bissingen, DE",enerd.me,[],eNerd.me GmbH GmbH,"eNerd.me ist die Online-Nachhilfe-Plattform auf der Schüler und Studenten voneinander lernen können. Unsere Vision ist es, den Nachhilfemarkt zu liberalisieren und dafür zu sorgen, dass mehr Menschen Zugang zu Bildung haben werden, da Nachhilfe auf eNerd.me für einen fairen Preis verfügbar sein wird. ",{'Uli Kauffmann': ''}
functionHR,https://cdn.startbase.com/images/company/functionhr/75ab71eec9/?w=205&h=64,We offer software for employee surveys and people analytics to enable HR with actionable insights.,Human Resources,Seed Stage,SaaS,B2B,2016,1-10 Employees,Found,"München, DE",functionhr.de,"['https://twitter.com/function_hr?lang=de', 'https://www.linkedin.com/company/functionhr', 'https://www.facebook.com/functionhr/']",functionHR GmbH,We are a spin-off of LMU Munich founded in '16. We offer software for surveys and analytics across the employee lifecycle to enable HR with actionable insights.,"{'Julian Süß': '', 'Dr. Julian Huff': 'Co-Founder - Managing Director', 'Lukas Brandstetter': 'Co-Founder / Growth'}"
eyeV,https://cdn.startbase.com/images/company/eyev/904ef54fe0/?w=205&h=64,Hardware platform for the contactless operation of technical systems.,IT and Communications,Startup Stage,Manufacturing,B2B,2018,1-10 Employees,Found,"Worms, DE",eyev.de,"['https://www.instagram.com/eyev.de/', 'https://www.linkedin.com/company/eyev', 'https://www.youtube.com/channel/UCikS0tQ9K33y1iBvxgI7VqQ', 'https://www.facebook.com/eyeV.de/']",eyeV GmbH,,"{'Mathias Anhalt': 'Founder', 'Konstantin Robert Julius Wachendorff': 'Founder', 'Jonas Kuntze': 'Founder'}"
nxtbase technologies,https://cdn.startbase.com/images/company/nxtbase-technologies/fbeaa91877/?w=205&h=64,We deal with the integration of SmartDevices into corporate networks in particular and with SmartGlasses in particular.,Industrial & Basic Materials,Growth Stage,SaaS,B2B,2016,1-10 Employees,Not found,"Potsdam, DE",nxtbase.de,"['https://twitter.com/nxtbase', 'https://www.linkedin.com/company/nxtbase/', 'https://www.facebook.com/nxtbase']",nxtbase technologies GmbH,"Wir beschäftigen uns mit dem IoT im Allgemeinen, mit der Integration von SmartDevices in Unternehmensnetze im Besonderen und mit SmartGlasses im Speziellen. ",{'Jörg Jonas-Kops': ''}
kumkju - Digital Customer Consultation Solutions,https://cdn.startbase.com/images/company/kumkju-digital-customer-consultation-solutions/3b35c552bd/?w=205&h=64,Beratung und Strategieentwicklung zur Nutzung von Digital Signage Lösungen und weiterer POS-Technik im Handel sowie Digital Signage POS Softwareentwicklung.,IT and Communications,Startup Stage,SaaS,B2B,2016,1-10 Employees,Not found,"Berlin, DE",kumkju.com,"['https://twitter.com/kumkju', 'https://www.linkedin.com/company/kumkju-gmbh-&-co.kg', 'https://www.xing.com/xbp/pages/kumkju-gmbh-co-kg', 'https://www.facebook.com/kumkju']",kumkju - Digital Customer Consultation Solutions GmbH & Co. KG,"kumkju ist auf die Beratung und Entwicklung von Digital Signage POS Software spezialisiert. Ziel ist es, digitale und innovative Einkaufserlebnisse zu schaffen und die Customer Experience zu steigern. Dabei setzen wir auf Komplettlösungen, die Hardware, Software, Logistik, Service Level und auf Wunsch sogar das Beratungspersonal für die live-Videoberatung beinhaltet.",{'Kay Albusberger': ''}
RealRate,https://cdn.startbase.com/images/company/realrate/8bc6dcfbc2/?w=205&h=64,RealRate: Insurance Ratings based on Artificial Intelligence,Finance & Insurance,Startup Stage,Other,B2C,2016,n/a,Found,"Berlin, DE",realrate.de,['https://www.linkedin.com/company/realrate'],RealRate GmbH,RealRate: Insurance Ratings based on Artificial Intelligence -,{'Holger Bartel': 'CEO'}
Hominems,https://cdn.startbase.com/images/company/hominems/69d3b01c52/?w=205&h=64,We are platform that sell wearables and smart garments.,Other,Pre-Seed Stage,Retail / E-Commerce,B2B,2018,1-10 Employees,Not found,"Berlin, DE",hominems.com,"['https://www.linkedin.com/company/hominems', 'https://www.facebook.com/Hominems/']",Hominems Kleinunternehmen - To be chang,"We are an international start-up that sells a selection of independent, wearable electronics & smart garments. Hominems also produces its own products. We also support enhanced fashion items using innovative nano technologies.",{'Tomya Mateo': ''}
EnerNext,https://cdn.startbase.com/images/company/enernext/b49e61768b/?w=205&h=64,Pooled energy resource ecosystem empowering P2P electricity trading.,Energy & Electricity,Seed Stage,Other,B2B,2019,1-10 Employees,Not found,"Offenburg, DE",enernext.io,[],EnerNext GmbH [intended],"EnerNext is an energy ecosystem designed to maximize prosumer self-consumption of locally generated green electricity through energy storage and peer-to-peer trading. The ecosystem will incorporate community and prosumer storage systems, provide a direct electricity trading mechanism, and incorporate demand response and electric vehicle charging solutions.",{'Marc Müller-Stoffels': ''}
homefully GmbH,https://cdn.startbase.com/images/company/homefully-gmbh/cfa776e0f3/?w=205&h=64,"CREATE CO-LIVING TRIBES, MAKING YOU ‚FEEL @HOME'",Construction/Real Estate,Startup Stage,Manufacturing,B2B,2015,51-100 Employees,Not found,"Frankfurt am Main, DE",homeful.ly,['https://www.linkedin.com/company/homefully'],homefully GmbH GmbH,"We offer high quality co-living spaces for young professionals, millennials and expats. Therefore, we rent, furnish and operate apartments in urban metropolitan areas and accommodate them to meet our target groups’ necessities. We do provide a full-service approach that includes cleaning service and maintenance as well as community events and other amenities.",{'Lisa Overberg': ''}
Agranimo,https://cdn.startbase.com/images/company/agranimo/355cbf399c/?w=205&h=64,"Agranimo uses climate and soil analysis to help farmers optimise irrigation and increase yields, and retailers forecast supply of fresh produce, improve pricing and reduce waste.",IT and Communications,Growth Stage,SaaS,B2B,2019,1-10 Employees,Not found,"Berlin, DE",agranimo.com,"['https://twitter.com/Agranimo', 'https://www.linkedin.com/company/agranimo/', 'https://www.facebook.com/agranimo/']",Agranimo GmbH,"Our unique micro-climate characterisation algorithms allow us to adapt to different soils, fruits and vegetable varieties and phenological stages and thus have the most accurate and scalable solution to improve yield forecasting, pricing, insurance and trading of fresh produce. We have created and patented a soil moisture sensor to enable faster roll-out of our analytics platform.",{'Nikita Gulin': ''}
apheris AI GmbH,https://cdn.startbase.com/images/company/apheris-ai-gmbh/d79461f12f/?w=205&h=64,Connecting the world's data via federated and privacy preserving analytics & AI.,IT and Communications,Pre-Seed Stage,SaaS,B2B,2019,1-10 Employees,Not found,"Köln, DE",apheris.com,"['https://twitter.com/apheris_AI', 'https://www.linkedin.com/company/apheris-ai/']",apheris AI GmbH GmbH,"We empower large corporate clients to unlock data insights from distributed datasets. The future data analytics & machine learning will be performed on federated data all while preserving data privacy. Therefore, we empower companies to leverage federated datasets in order to enrich their own data, build privacy compliant models & analytics and innovate on data business models.","{'Robin Roehm': '', 'Sabrina Steinert': ''}"
BrandMaker,https://cdn.startbase.com/images/company/brandmaker-gmbh/21bbb716eb/?w=205&h=64,We offer powerful Marketing Resource Management (MRM) systems and are becoming a pioneer in Customer Engagement Management.,IT and Communications,Growth Stage,SaaS,B2B,1999,n/a,Found,"Karlsruhe, DE",brandmaker.com,['https://www.linkedin.com/company/brandmaker'],BrandMaker GmbH,BrandMaker ist ein führender europäischer Anbieter von innovativen Marketingtechnologien. Seit 1999 entwickelt und vermarktet BrandMaker anspruchsvolle Softwarelösungen: Dabei etablierte sich das Unternehmen auf dem Markt mit seinen leistungsstarken Marketing Resource Management-Systemen (MRM) und wandelte sich zu einem Pionier im Bereich Customer Engagement Management. ,{'Kirsten Wildberger': ''}
